,class,fine_class,text,target
7617,STC,M2E,big로 예문 만들어 주실 수 있나요?,big
7618,STC,M2E,life로 예문 만들어 주실 수 있나요?,life
7619,STC,M2E,have로 예문 만들어 주실 수 있나요?,have
7620,STC,M2E,now로 예문 만들어 주실 수 있나요?,now
7621,STC,M2E,high로 예문 만들어 주실 수 있나요?,high
7622,STC,M2E,few로 예문 만들어 주실 수 있나요?,few
7623,STC,M2E,find로 예문 만들어 주실 수 있나요?,find
7624,STC,M2E,such로 예문 만들어 주실 수 있나요?,such
7625,STC,M2E,follow로 예문 만들어 주실 수 있나요?,follow
7626,STC,M2E,new로 예문 만들어 주실 수 있나요?,new
7627,STC,M2E,act로 예문 만들어 주실 수 있나요?,act
7628,STC,M2E,had로 예문 만들어 주실 수 있나요?,had
7629,STC,M2E,work로 예문 만들어 주실 수 있나요?,work
7630,STC,M2E,why로 예문 만들어 주실 수 있나요?,why
7631,STC,M2E,together로 예문 만들어 주실 수 있나요?,together
7632,STC,M2E,part로 예문 만들어 주실 수 있나요?,part
7633,STC,M2E,ask로 예문 만들어 주실 수 있나요?,ask
7634,STC,M2E,next로 예문 만들어 주실 수 있나요?,next
7635,STC,M2E,take로 예문 만들어 주실 수 있나요?,take
7636,STC,M2E,white로 예문 만들어 주실 수 있나요?,white
7637,STC,M2E,change로 예문 만들어 주실 수 있나요?,change
7638,STC,M2E,place로 예문 만들어 주실 수 있나요?,place
7639,STC,M2E,went로 예문 만들어 주실 수 있나요?,went
7640,STC,M2E,made로 예문 만들어 주실 수 있나요?,made
7641,STC,M2E,light로 예문 만들어 주실 수 있나요?,light
7642,STC,M2E,there로 예문 만들어 주실 수 있나요?,there
7643,STC,M2E,live로 예문 만들어 주실 수 있나요?,live
7644,STC,M2E,kind로 예문 만들어 주실 수 있나요?,kind
7645,STC,M2E,walk로 예문 만들어 주실 수 있나요?,walk
7646,STC,M2E,where로 예문 만들어 주실 수 있나요?,where
7647,STC,M2E,off로 예문 만들어 주실 수 있나요?,off
7648,STC,M2E,example로 예문 만들어 주실 수 있나요?,example
7649,STC,M2E,need로 예문 만들어 주실 수 있나요?,need
7650,STC,M2E,ease로 예문 만들어 주실 수 있나요?,ease
7651,STC,M2E,out로 예문 만들어 주실 수 있나요?,out
7652,STC,M2E,house로 예문 만들어 주실 수 있나요?,house
7653,STC,M2E,paper로 예문 만들어 주실 수 있나요?,paper
7654,STC,M2E,other로 예문 만들어 주실 수 있나요?,other
7655,STC,M2E,little로 예문 만들어 주실 수 있나요?,little
7656,STC,M2E,picture로 예문 만들어 주실 수 있나요?,picture
7657,STC,M2E,were로 예문 만들어 주실 수 있나요?,were
7658,STC,M2E,only로 예문 만들어 주실 수 있나요?,only
7659,STC,M2E,try로 예문 만들어 주실 수 있나요?,try
7660,STC,M2E,always로 예문 만들어 주실 수 있나요?,always
7661,STC,M2E,round로 예문 만들어 주실 수 있나요?,round
7662,STC,M2E,year로 예문 만들어 주실 수 있나요?,year
7663,STC,M2E,came로 예문 만들어 주실 수 있나요?,came
7664,STC,M2E,point로 예문 만들어 주실 수 있나요?,point
7665,STC,M2E,mark로 예문 만들어 주실 수 있나요?,mark
7666,STC,M2E,use로 예문 만들어 주실 수 있나요?,use
7667,STC,M2E,show로 예문 만들어 주실 수 있나요?,show
7668,STC,M2E,mother로 예문 만들어 주실 수 있나요?,mother
7669,STC,M2E,word로 예문 만들어 주실 수 있나요?,word
7670,STC,M2E,world로 예문 만들어 주실 수 있나요?,world
7671,STC,M2E,letter로 예문 만들어 주실 수 있나요?,letter
7672,STC,M2E,how로 예문 만들어 주실 수 있나요?,how
7673,STC,M2E,good로 예문 만들어 주실 수 있나요?,good
7674,STC,M2E,said로 예문 만들어 주실 수 있나요?,said
7675,STC,M2E,build로 예문 만들어 주실 수 있나요?,build
7676,STC,M2E,give로 예문 만들어 주실 수 있나요?,give
7677,STC,M2E,self로 예문 만들어 주실 수 있나요?,self
7678,STC,M2E,river로 예문 만들어 주실 수 있나요?,river
7679,STC,M2E,earth로 예문 만들어 주실 수 있나요?,earth
7680,STC,M2E,car로 예문 만들어 주실 수 있나요?,car
7681,STC,M2E,father로 예문 만들어 주실 수 있나요?,father
7682,STC,M2E,which로 예문 만들어 주실 수 있나요?,which
7683,STC,M2E,name로 예문 만들어 주실 수 있나요?,name
7684,STC,M2E,head로 예문 만들어 주실 수 있나요?,head
7685,STC,M2E,care로 예문 만들어 주실 수 있나요?,care
7686,STC,M2E,do로 예문 만들어 주실 수 있나요?,do
7687,STC,M2E,very로 예문 만들어 주실 수 있나요?,very
7688,STC,M2E,stand로 예문 만들어 주실 수 있나요?,stand
7689,STC,M2E,second로 예문 만들어 주실 수 있나요?,second
7690,STC,M2E,group로 예문 만들어 주실 수 있나요?,group
7691,STC,M2E,time로 예문 만들어 주실 수 있나요?,time
7692,STC,M2E,just로 예문 만들어 주실 수 있나요?,just
7693,STC,M2E,page로 예문 만들어 주실 수 있나요?,page
7694,STC,M2E,carry로 예문 만들어 주실 수 있나요?,carry
7695,STC,M2E,much로 예문 만들어 주실 수 있나요?,much
7696,STC,M2E,country로 예문 만들어 주실 수 있나요?,country
7697,STC,M2E,way로 예문 만들어 주실 수 있나요?,way
7698,STC,M2E,found로 예문 만들어 주실 수 있나요?,found
7699,STC,M2E,think로 예문 만들어 주실 수 있나요?,think
7700,STC,M2E,answer로 예문 만들어 주실 수 있나요?,answer
7701,STC,M2E,many로 예문 만들어 주실 수 있나요?,many
7702,STC,M2E,say로 예문 만들어 주실 수 있나요?,say
7703,STC,M2E,friend로 예문 만들어 주실 수 있나요?,friend
7704,STC,M2E,help로 예문 만들어 주실 수 있나요?,help
7705,STC,M2E,grow로 예문 만들어 주실 수 있나요?,grow
7706,STC,M2E,low로 예문 만들어 주실 수 있나요?,low
7707,STC,M2E,study로 예문 만들어 주실 수 있나요?,study
7708,STC,M2E,idea로 예문 만들어 주실 수 있나요?,idea
7709,STC,M2E,line로 예문 만들어 주실 수 있나요?,line
7710,STC,M2E,fish로 예문 만들어 주실 수 있나요?,fish
7711,STC,M2E,write로 예문 만들어 주실 수 있나요?,write
7712,STC,M2E,plant로 예문 만들어 주실 수 있나요?,plant
7713,STC,M2E,north로 예문 만들어 주실 수 있나요?,north
7714,STC,M2E,so로 예문 만들어 주실 수 있나요?,so
7715,STC,M2E,cause로 예문 만들어 주실 수 있나요?,cause
7716,STC,M2E,cover로 예문 만들어 주실 수 있나요?,cover
7717,STC,M2E,once로 예문 만들어 주실 수 있나요?,once
7718,STC,M2E,same로 예문 만들어 주실 수 있나요?,same
7719,STC,M2E,food로 예문 만들어 주실 수 있나요?,food
7720,STC,M2E,base로 예문 만들어 주실 수 있나요?,base
7721,STC,M2E,hear로 예문 만들어 주실 수 있나요?,hear
7722,STC,M2E,differ로 예문 만들어 주실 수 있나요?,differ
7723,STC,M2E,four로 예문 만들어 주실 수 있나요?,four
7724,STC,M2E,horse로 예문 만들어 주실 수 있나요?,horse
7725,STC,M2E,make로 예문 만들어 주실 수 있나요?,make
7726,STC,M2E,move로 예문 만들어 주실 수 있나요?,move
7727,STC,M2E,thought로 예문 만들어 주실 수 있나요?,thought
7728,STC,M2E,right로 예문 만들어 주실 수 있나요?,right
7729,STC,M2E,sure로 예문 만들어 주실 수 있나요?,sure
7730,STC,M2E,see로 예문 만들어 주실 수 있나요?,see
7731,STC,M2E,boy로 예문 만들어 주실 수 있나요?,boy
7732,STC,M2E,watch로 예문 만들어 주실 수 있나요?,watch
7733,STC,M2E,old로 예문 만들어 주실 수 있나요?,old
7734,STC,M2E,eye로 예문 만들어 주실 수 있나요?,eye
7735,STC,M2E,color로 예문 만들어 주실 수 있나요?,color
7736,STC,M2E,two로 예문 만들어 주실 수 있나요?,two
7737,STC,M2E,too로 예문 만들어 주실 수 있나요?,too
7738,STC,M2E,never로 예문 만들어 주실 수 있나요?,never
7739,STC,M2E,face로 예문 만들어 주실 수 있나요?,face
7740,STC,M2E,has로 예문 만들어 주실 수 있나요?,has
7741,STC,M2E,does로 예문 만들어 주실 수 있나요?,does
7742,STC,M2E,last로 예문 만들어 주실 수 있나요?,last
7743,STC,M2E,wood로 예문 만들어 주실 수 있나요?,wood
7744,STC,M2E,door로 예문 만들어 주실 수 있나요?,door
7745,STC,M2E,more 예문을 만들어 주시겠어?,more
7746,STC,M2E,sentence 예문을 만들어 주시겠어?,sentence
7747,STC,M2E,day 예문을 만들어 주시겠어?,day
7748,STC,M2E,set 예문을 만들어 주시겠어?,set
7749,STC,M2E,city 예문을 만들어 주시겠어?,city
7750,STC,M2E,three 예문을 만들어 주시겠어?,three
7751,STC,M2E,tree 예문을 만들어 주시겠어?,tree
7752,STC,M2E,go 예문을 만들어 주시겠어?,go
7753,STC,M2E,want 예문을 만들어 주시겠어?,want
7754,STC,M2E,cross 예문을 만들어 주시겠어?,cross
7755,STC,M2E,come 예문을 만들어 주시겠어?,come
7756,STC,M2E,air 예문을 만들어 주시겠어?,air
7757,STC,M2E,did 예문을 만들어 주시겠어?,did
7758,STC,M2E,well 예문을 만들어 주시겠어?,well
7759,STC,M2E,hard 예문을 만들어 주시겠어?,hard
7760,STC,M2E,is 예문을 만들어 주시겠어?,is
7761,STC,M2E,also 예문을 만들어 주시겠어?,also
7762,STC,M2E,start 예문을 만들어 주시겠어?,start
7763,STC,M2E,sound 예문을 만들어 주시겠어?,sound
7764,STC,M2E,play 예문을 만들어 주시겠어?,play
7765,STC,M2E,small 예문을 만들어 주시겠어?,small
7766,STC,M2E,story 예문을 만들어 주시겠어?,story
7767,STC,M2E,most 예문을 만들어 주시겠어?,most
7768,STC,M2E,end 예문을 만들어 주시겠어?,end
7769,STC,M2E,saw 예문을 만들어 주시겠어?,saw
7770,STC,M2E,number 예문을 만들어 주시겠어?,number
7771,STC,M2E,put 예문을 만들어 주시겠어?,put
7772,STC,M2E,far 예문을 만들어 주시겠어?,far
7773,STC,M2E,was 예문을 만들어 주시겠어?,was
7774,STC,M2E,who 예문을 만들어 주시겠어?,who
7775,STC,M2E,home 예문을 만들어 주시겠어?,home
7776,STC,M2E,sea 예문을 만들어 주시겠어?,sea
7777,STC,M2E,read 예문을 만들어 주시겠어?,read
7778,STC,M2E,draw 예문을 만들어 주시겠어?,draw
7779,STC,M2E,know 예문을 만들어 주시겠어?,know
7780,STC,M2E,hand 예문을 만들어 주시겠어?,hand
7781,STC,M2E,left 예문을 만들어 주시겠어?,left
7782,STC,M2E,are 예문을 만들어 주시겠어?,are
7783,STC,M2E,water 예문을 만들어 주시겠어?,water
7784,STC,M2E,port 예문을 만들어 주시겠어?,port
7785,STC,M2E,late 예문을 만들어 주시겠어?,late
7786,STC,M2E,large 예문을 만들어 주시겠어?,large
7787,STC,M2E,run 예문을 만들어 주시겠어?,run
7788,STC,M2E,call 예문을 만들어 주시겠어?,call
7789,STC,M2E,spell 예문을 만들어 주시겠어?,spell
7790,STC,M2E,don't 예문을 만들어 주시겠어?,don't
7791,STC,M2E,first 예문을 만들어 주시겠어?,first
7792,STC,M2E,add 예문을 만들어 주시겠어?,add
7793,STC,M2E,people 예문을 만들어 주시겠어?,people
7794,STC,M2E,even 예문을 만들어 주시겠어?,even
7795,STC,M2E,land 예문을 만들어 주시겠어?,land
7796,STC,M2E,close 예문을 만들어 주시겠어?,close
7797,STC,M2E,be 예문을 만들어 주시겠어?,be
7798,STC,M2E,down 예문을 만들어 주시겠어?,down
7799,STC,M2E,here 예문을 만들어 주시겠어?,here
7800,STC,M2E,night 예문을 만들어 주시겠어?,night
7801,STC,M2E,side 예문을 만들어 주시겠어?,side
7802,STC,M2E,real 예문을 만들어 주시겠어?,real
7803,STC,M2E,one 예문을 만들어 주시겠어?,one
7804,STC,M2E,been 예문을 만들어 주시겠어?,been
7805,STC,M2E,big 예문을 만들어 주시겠어?,big
7806,STC,M2E,life 예문을 만들어 주시겠어?,life
7807,STC,M2E,have 예문을 만들어 주시겠어?,have
7808,STC,M2E,now 예문을 만들어 주시겠어?,now
7809,STC,M2E,high 예문을 만들어 주시겠어?,high
7810,STC,M2E,few 예문을 만들어 주시겠어?,few
7811,STC,M2E,find 예문을 만들어 주시겠어?,find
7812,STC,M2E,such 예문을 만들어 주시겠어?,such
7813,STC,M2E,stop 예문을 만들어 주시겠어?,stop
7814,STC,M2E,follow 예문을 만들어 주시겠어?,follow
7815,STC,M2E,open 예문을 만들어 주시겠어?,open
7816,STC,M2E,new 예문을 만들어 주시겠어?,new
7817,STC,M2E,act 예문을 만들어 주시겠어?,act
7818,STC,M2E,seem 예문을 만들어 주시겠어?,seem
7819,STC,M2E,had 예문을 만들어 주시겠어?,had
7820,STC,M2E,work 예문을 만들어 주시겠어?,work
7821,STC,M2E,why 예문을 만들어 주시겠어?,why
7822,STC,M2E,together 예문을 만들어 주시겠어?,together
7823,STC,M2E,part 예문을 만들어 주시겠어?,part
7824,STC,M2E,ask 예문을 만들어 주시겠어?,ask
7825,STC,M2E,next 예문을 만들어 주시겠어?,next
7826,STC,M2E,hot 예문을 만들어 주시겠어?,hot
7827,STC,M2E,take 예문을 만들어 주시겠어?,take
7828,STC,M2E,men 예문을 만들어 주시겠어?,men
7829,STC,M2E,white 예문을 만들어 주시겠어?,white
7830,STC,M2E,get 예문을 만들어 주시겠어?,get
7831,STC,M2E,change 예문을 만들어 주시겠어?,change
7832,STC,M2E,children 예문을 만들어 주시겠어?,children
7833,STC,M2E,place 예문을 만들어 주시겠어?,place
7834,STC,M2E,went 예문을 만들어 주시겠어?,went
7835,STC,M2E,begin 예문을 만들어 주시겠어?,begin
7836,STC,M2E,what 예문을 만들어 주시겠어?,what
7837,STC,M2E,made 예문을 만들어 주시겠어?,made
7838,STC,M2E,light 예문을 만들어 주시겠어?,light
7839,STC,M2E,got 예문을 만들어 주시겠어?,got
7840,STC,M2E,there 예문을 만들어 주시겠어?,there
7841,STC,M2E,live 예문을 만들어 주시겠어?,live
7842,STC,M2E,kind 예문을 만들어 주시겠어?,kind
7843,STC,M2E,walk 예문을 만들어 주시겠어?,walk
7844,STC,M2E,where 예문을 만들어 주시겠어?,where
7845,STC,M2E,off 예문을 만들어 주시겠어?,off
7846,STC,M2E,example 예문을 만들어 주시겠어?,example
7847,STC,M2E,need 예문을 만들어 주시겠어?,need
7848,STC,M2E,ease 예문을 만들어 주시겠어?,ease
7849,STC,M2E,out 예문을 만들어 주시겠어?,out
7850,STC,M2E,back 예문을 만들어 주시겠어?,back
7851,STC,M2E,house 예문을 만들어 주시겠어?,house
7852,STC,M2E,paper 예문을 만들어 주시겠어?,paper
7853,STC,M2E,other 예문을 만들어 주시겠어?,other
7854,STC,M2E,little 예문을 만들어 주시겠어?,little
7855,STC,M2E,picture 예문을 만들어 주시겠어?,picture
7856,STC,M2E,often 예문을 만들어 주시겠어?,often
7857,STC,M2E,were 예문을 만들어 주시겠어?,were
7858,STC,M2E,only 예문을 만들어 주시겠어?,only
7859,STC,M2E,try 예문을 만들어 주시겠어?,try
7860,STC,M2E,always 예문을 만들어 주시겠어?,always
7861,STC,M2E,round 예문을 만들어 주시겠어?,round
7862,STC,M2E,music 예문을 만들어 주시겠어?,music
7863,STC,M2E,man 예문을 만들어 주시겠어?,man
7864,STC,M2E,again 예문을 만들어 주시겠어?,again
7865,STC,M2E,when 예문을 만들어 주시겠어?,when
7866,STC,M2E,year 예문을 만들어 주시겠어?,year
7867,STC,M2E,animal 예문을 만들어 주시겠어?,animal
7868,STC,M2E,up 예문을 만들어 주시겠어?,up
7869,STC,M2E,came 예문을 만들어 주시겠어?,came
7870,STC,M2E,point 예문을 만들어 주시겠어?,point
7871,STC,M2E,mark 예문을 만들어 주시겠어?,mark
7872,STC,M2E,use 예문을 만들어 주시겠어?,use
7873,STC,M2E,show 예문을 만들어 주시겠어?,show
7874,STC,M2E,mother 예문을 만들어 주시겠어?,mother
7875,STC,M2E,book 예문을 만들어 주시겠어?,book
7876,STC,M2E,word 예문을 만들어 주시겠어?,word
7877,STC,M2E,world 예문을 만들어 주시겠어?,world
7878,STC,M2E,letter 예문을 만들어 주시겠어?,letter
7879,STC,M2E,how 예문을 만들어 주시겠어?,how
7880,STC,M2E,good 예문을 만들어 주시겠어?,good
7881,STC,M2E,said 예문을 만들어 주시겠어?,said
7882,STC,M2E,build 예문을 만들어 주시겠어?,build
7883,STC,M2E,give 예문을 만들어 주시겠어?,give
7884,STC,M2E,self 예문을 만들어 주시겠어?,self
7885,STC,M2E,river 예문을 만들어 주시겠어?,river
7886,STC,M2E,earth 예문을 만들어 주시겠어?,earth
7887,STC,M2E,car 예문을 만들어 주시겠어?,car
7888,STC,M2E,father 예문을 만들어 주시겠어?,father
7889,STC,M2E,feet 예문을 만들어 주시겠어?,feet
7890,STC,M2E,which 예문을 만들어 주시겠어?,which
7891,STC,M2E,name 예문을 만들어 주시겠어?,name
7892,STC,M2E,head 예문을 만들어 주시겠어?,head
7893,STC,M2E,care 예문을 만들어 주시겠어?,care
7894,STC,M2E,do 예문을 만들어 주시겠어?,do
7895,STC,M2E,very 예문을 만들어 주시겠어?,very
7896,STC,M2E,stand 예문을 만들어 주시겠어?,stand
7897,STC,M2E,second 예문을 만들어 주시겠어?,second
7898,STC,M2E,own 예문을 만들어 주시겠어?,own
7899,STC,M2E,group 예문을 만들어 주시겠어?,group
7900,STC,M2E,time 예문을 만들어 주시겠어?,time
7901,STC,M2E,just 예문을 만들어 주시겠어?,just
7902,STC,M2E,page 예문을 만들어 주시겠어?,page
7903,STC,M2E,carry 예문을 만들어 주시겠어?,carry
7904,STC,M2E,form 예문을 만들어 주시겠어?,form
7905,STC,M2E,took 예문을 만들어 주시겠어?,took
7906,STC,M2E,much 예문을 만들어 주시겠어?,much
7907,STC,M2E,country 예문을 만들어 주시겠어?,country
7908,STC,M2E,rain 예문을 만들어 주시겠어?,rain
7909,STC,M2E,way 예문을 만들어 주시겠어?,way
7910,STC,M2E,great 예문을 만들어 주시겠어?,great
7911,STC,M2E,found 예문을 만들어 주시겠어?,found
7912,STC,M2E,eat 예문을 만들어 주시겠어?,eat
7913,STC,M2E,think 예문을 만들어 주시겠어?,think
7914,STC,M2E,answer 예문을 만들어 주시겠어?,answer
7915,STC,M2E,room 예문을 만들어 주시겠어?,room
7916,STC,M2E,many 예문을 만들어 주시겠어?,many
7917,STC,M2E,say 예문을 만들어 주시겠어?,say
7918,STC,M2E,school 예문을 만들어 주시겠어?,school
7919,STC,M2E,friend 예문을 만들어 주시겠어?,friend
7920,STC,M2E,then 예문을 만들어 주시겠어?,then
7921,STC,M2E,help 예문을 만들어 주시겠어?,help
7922,STC,M2E,grow 예문을 만들어 주시겠어?,grow
7923,STC,M2E,began 예문을 만들어 주시겠어?,began
7924,STC,M2E,low 예문을 만들어 주시겠어?,low
7925,STC,M2E,study 예문을 만들어 주시겠어?,study
7926,STC,M2E,idea 예문을 만들어 주시겠어?,idea
7927,STC,M2E,line 예문을 만들어 주시겠어?,line
7928,STC,M2E,still 예문을 만들어 주시겠어?,still
7929,STC,M2E,fish 예문을 만들어 주시겠어?,fish
7930,STC,M2E,write 예문을 만들어 주시겠어?,write
7931,STC,M2E,learn 예문을 만들어 주시겠어?,learn
7932,STC,M2E,mountain 예문을 만들어 주시겠어?,mountain
7933,STC,M2E,turn 예문을 만들어 주시겠어?,turn
7934,STC,M2E,plant 예문을 만들어 주시겠어?,plant
7935,STC,M2E,north 예문을 만들어 주시겠어?,north
7936,STC,M2E,so 예문을 만들어 주시겠어?,so
7937,STC,M2E,cause 예문을 만들어 주시겠어?,cause
7938,STC,M2E,cover 예문을 만들어 주시겠어?,cover
7939,STC,M2E,once 예문을 만들어 주시겠어?,once
7940,STC,M2E,same 예문을 만들어 주시겠어?,same
7941,STC,M2E,food 예문을 만들어 주시겠어?,food
7942,STC,M2E,base 예문을 만들어 주시겠어?,base
7943,STC,M2E,mean 예문을 만들어 주시겠어?,mean
7944,STC,M2E,sun 예문을 만들어 주시겠어?,sun
7945,STC,M2E,hear 예문을 만들어 주시겠어?,hear
7946,STC,M2E,long 예문을 만들어 주시겠어?,long
7947,STC,M2E,differ 예문을 만들어 주시겠어?,differ
7948,STC,M2E,four 예문을 만들어 주시겠어?,four
7949,STC,M2E,horse 예문을 만들어 주시겠어?,horse
7950,STC,M2E,make 예문을 만들어 주시겠어?,make
7951,STC,M2E,move 예문을 만들어 주시겠어?,move
7952,STC,M2E,thought 예문을 만들어 주시겠어?,thought
7953,STC,M2E,cut 예문을 만들어 주시겠어?,cut
7954,STC,M2E,thing 예문을 만들어 주시겠어?,thing
7955,STC,M2E,right 예문을 만들어 주시겠어?,right
7956,STC,M2E,let 예문을 만들어 주시겠어?,let
7957,STC,M2E,sure 예문을 만들어 주시겠어?,sure
7958,STC,M2E,see 예문을 만들어 주시겠어?,see
7959,STC,M2E,boy 예문을 만들어 주시겠어?,boy
7960,STC,M2E,keep 예문을 만들어 주시겠어?,keep
7961,STC,M2E,watch 예문을 만들어 주시겠어?,watch
7962,STC,M2E,old 예문을 만들어 주시겠어?,old
7963,STC,M2E,eye 예문을 만들어 주시겠어?,eye
7964,STC,M2E,color 예문을 만들어 주시겠어?,color
7965,STC,M2E,two 예문을 만들어 주시겠어?,two
7966,STC,M2E,too 예문을 만들어 주시겠어?,too
7967,STC,M2E,never 예문을 만들어 주시겠어?,never
7968,STC,M2E,face 예문을 만들어 주시겠어?,face
7969,STC,M2E,has 예문을 만들어 주시겠어?,has
7970,STC,M2E,does 예문을 만들어 주시겠어?,does
7971,STC,M2E,last 예문을 만들어 주시겠어?,last
7972,STC,M2E,wood 예문을 만들어 주시겠어?,wood
7973,STC,M2E,look 예문을 만들어 주시겠어?,look
7974,STC,M2E,tell 예문을 만들어 주시겠어?,tell
7975,STC,M2E,door 예문을 만들어 주시겠어?,door
7976,STC,M2E,main 예문을 만들어 주시겠어?,main
7977,STC,M2E,set으로 예문 만들어 주실 있어요?,set
7978,STC,M2E,well으로 예문 만들어 주실 있어요?,well
7979,STC,M2E,small으로 예문 만들어 주실 있어요?,small
7980,STC,M2E,put으로 예문 만들어 주실 있어요?,put
7981,STC,M2E,run으로 예문 만들어 주실 있어요?,run
7982,STC,M2E,call으로 예문 만들어 주실 있어요?,call
7983,STC,M2E,spell으로 예문 만들어 주실 있어요?,spell
7984,STC,M2E,even으로 예문 만들어 주실 있어요?,even
7985,STC,M2E,down으로 예문 만들어 주실 있어요?,down
7986,STC,M2E,real으로 예문 만들어 주실 있어요?,real
7987,STC,M2E,been으로 예문 만들어 주실 있어요?,been
7988,STC,M2E,stop으로 예문 만들어 주실 있어요?,stop
7989,STC,M2E,open으로 예문 만들어 주실 있어요?,open
7990,STC,M2E,seem으로 예문 만들어 주실 있어요?,seem
7991,STC,M2E,hot으로 예문 만들어 주실 있어요?,hot
7992,STC,M2E,men으로 예문 만들어 주실 있어요?,men
7993,STC,M2E,get으로 예문 만들어 주실 있어요?,get
7994,STC,M2E,children으로 예문 만들어 주실 있어요?,children
7995,STC,M2E,begin으로 예문 만들어 주실 있어요?,begin
7996,STC,M2E,what으로 예문 만들어 주실 있어요?,what
7997,STC,M2E,got으로 예문 만들어 주실 있어요?,got
7998,STC,M2E,back으로 예문 만들어 주실 있어요?,back
7999,STC,M2E,often으로 예문 만들어 주실 있어요?,often
8000,STC,M2E,music으로 예문 만들어 주실 있어요?,music
8001,STC,M2E,man으로 예문 만들어 주실 있어요?,man
8002,STC,M2E,again으로 예문 만들어 주실 있어요?,again
8003,STC,M2E,when으로 예문 만들어 주실 있어요?,when
8004,STC,M2E,animal으로 예문 만들어 주실 있어요?,animal
8005,STC,M2E,up으로 예문 만들어 주실 있어요?,up
8006,STC,M2E,book으로 예문 만들어 주실 있어요?,book
8007,STC,M2E,feet으로 예문 만들어 주실 있어요?,feet
8008,STC,M2E,own으로 예문 만들어 주실 있어요?,own
8009,STC,M2E,form으로 예문 만들어 주실 있어요?,form
8010,STC,M2E,took으로 예문 만들어 주실 있어요?,took
8011,STC,M2E,rain으로 예문 만들어 주실 있어요?,rain
8012,STC,M2E,great으로 예문 만들어 주실 있어요?,great
8013,STC,M2E,eat으로 예문 만들어 주실 있어요?,eat
8014,STC,M2E,room으로 예문 만들어 주실 있어요?,room
8015,STC,M2E,school으로 예문 만들어 주실 있어요?,school
8016,STC,M2E,then으로 예문 만들어 주실 있어요?,then
8017,STC,M2E,began으로 예문 만들어 주실 있어요?,began
8018,STC,M2E,still으로 예문 만들어 주실 있어요?,still
8019,STC,M2E,learn으로 예문 만들어 주실 있어요?,learn
8020,STC,M2E,mountain으로 예문 만들어 주실 있어요?,mountain
8021,STC,M2E,turn으로 예문 만들어 주실 있어요?,turn
8022,STC,M2E,mean으로 예문 만들어 주실 있어요?,mean
8023,STC,M2E,sun으로 예문 만들어 주실 있어요?,sun
8024,STC,M2E,long으로 예문 만들어 주실 있어요?,long
8025,STC,M2E,cut으로 예문 만들어 주실 있어요?,cut
8026,STC,M2E,thing으로 예문 만들어 주실 있어요?,thing
8027,STC,M2E,let으로 예문 만들어 주실 있어요?,let
8028,STC,M2E,keep으로 예문 만들어 주실 있어요?,keep
8029,STC,M2E,look으로 예문 만들어 주실 있어요?,look
8030,STC,M2E,tell으로 예문 만들어 주실 있어요?,tell
8031,STC,M2E,main으로 예문 만들어 주실 있어요?,main
8032,STC,M2E,set으로 예문을 만들어 주시겠어요?,set
8033,STC,M2E,well으로 예문을 만들어 주시겠어요?,well
8034,STC,M2E,small으로 예문을 만들어 주시겠어요?,small
8035,STC,M2E,put으로 예문을 만들어 주시겠어요?,put
8036,STC,M2E,run으로 예문을 만들어 주시겠어요?,run
8037,STC,M2E,call으로 예문을 만들어 주시겠어요?,call
8038,STC,M2E,spell으로 예문을 만들어 주시겠어요?,spell
8039,STC,M2E,even으로 예문을 만들어 주시겠어요?,even
8040,STC,M2E,down으로 예문을 만들어 주시겠어요?,down
8041,STC,M2E,real으로 예문을 만들어 주시겠어요?,real
8042,STC,M2E,been으로 예문을 만들어 주시겠어요?,been
8043,STC,M2E,stop으로 예문을 만들어 주시겠어요?,stop
8044,STC,M2E,open으로 예문을 만들어 주시겠어요?,open
8045,STC,M2E,seem으로 예문을 만들어 주시겠어요?,seem
8046,STC,M2E,hot으로 예문을 만들어 주시겠어요?,hot
8047,STC,M2E,men으로 예문을 만들어 주시겠어요?,men
8048,STC,M2E,get으로 예문을 만들어 주시겠어요?,get
8049,STC,M2E,children으로 예문을 만들어 주시겠어요?,children
8050,STC,M2E,begin으로 예문을 만들어 주시겠어요?,begin
8051,STC,M2E,what으로 예문을 만들어 주시겠어요?,what
8052,STC,M2E,got으로 예문을 만들어 주시겠어요?,got
8053,STC,M2E,back으로 예문을 만들어 주시겠어요?,back
8054,STC,M2E,often으로 예문을 만들어 주시겠어요?,often
8055,STC,M2E,music으로 예문을 만들어 주시겠어요?,music
8056,STC,M2E,man으로 예문을 만들어 주시겠어요?,man
8057,STC,M2E,again으로 예문을 만들어 주시겠어요?,again
8058,STC,M2E,when으로 예문을 만들어 주시겠어요?,when
8059,STC,M2E,animal으로 예문을 만들어 주시겠어요?,animal
8060,STC,M2E,up으로 예문을 만들어 주시겠어요?,up
8061,STC,M2E,book으로 예문을 만들어 주시겠어요?,book
8062,STC,M2E,feet으로 예문을 만들어 주시겠어요?,feet
8063,STC,M2E,own으로 예문을 만들어 주시겠어요?,own
8064,STC,M2E,form으로 예문을 만들어 주시겠어요?,form
8065,STC,M2E,took으로 예문을 만들어 주시겠어요?,took
8066,STC,M2E,rain으로 예문을 만들어 주시겠어요?,rain
8067,STC,M2E,great으로 예문을 만들어 주시겠어요?,great
8068,STC,M2E,eat으로 예문을 만들어 주시겠어요?,eat
8069,STC,M2E,room으로 예문을 만들어 주시겠어요?,room
